decision_id,title,category,severity,confidence,risk_score,evidence,predicted_impact,recommended_action,status,created_at
AI-DEC-842,Restricted Zone Entry Warning,security,low,0.87,20,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-04T19:10:00
AI-DEC-843,Gate B Congestion Re-routing,crowd,low,0.89,20,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-08T09:34:00
AI-DEC-844,Restricted Zone Entry Warning,security,medium,0.95,26,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-12T09:48:00
AI-DEC-845,AI Operational Optimization (WEATHER),weather,medium,0.93,14,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-06T02:21:00
AI-DEC-846,AI Operational Optimization (FACILITY),facility,high,0.97,72,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-02T16:20:00
AI-DEC-847,Gate B Congestion Re-routing,crowd,low,0.85,34,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-03T06:41:00
AI-DEC-848,AI Operational Optimization (EMERGENCY),emergency,medium,0.77,37,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-25T22:25:00
AI-DEC-849,Restricted Zone Entry Warning,security,high,0.94,74,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-03T01:14:00
AI-DEC-850,Gate B Congestion Re-routing,crowd,low,0.91,39,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-05T01:16:00
AI-DEC-851,AI Operational Optimization (EMERGENCY),emergency,medium,0.8,11,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-21T06:56:00
AI-DEC-852,AI Operational Optimization (EMERGENCY),emergency,low,0.97,29,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-09T00:16:00
AI-DEC-853,AI Operational Optimization (EMERGENCY),emergency,medium,0.97,32,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-27T21:43:00
AI-DEC-854,Restricted Zone Entry Warning,security,low,0.78,16,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-13T06:24:00
AI-DEC-855,Gate B Congestion Re-routing,crowd,medium,0.86,16,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-27T02:10:00
AI-DEC-856,Gate B Congestion Re-routing,crowd,medium,0.79,40,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-12T11:19:00
AI-DEC-857,AI Operational Optimization (WEATHER),weather,low,0.86,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-29T10:56:00
AI-DEC-858,Restricted Zone Entry Warning,security,medium,0.93,35,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-22T15:49:00
AI-DEC-859,AI Operational Optimization (EMERGENCY),emergency,high,0.88,56,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-27T00:50:00
AI-DEC-860,AI Operational Optimization (WEATHER),weather,critical,0.98,43,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-06T20:00:00
AI-DEC-861,Restricted Zone Entry Warning,security,medium,0.9,23,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-27T02:48:00
AI-DEC-862,AI Operational Optimization (FACILITY),facility,low,0.77,12,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-08T15:45:00
AI-DEC-863,Gate B Congestion Re-routing,crowd,low,0.8,27,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-26T05:37:00
AI-DEC-864,AI Operational Optimization (FACILITY),facility,low,0.91,22,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-20T13:12:00
AI-DEC-865,AI Operational Optimization (FACILITY),facility,low,0.93,12,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-03T17:08:00
AI-DEC-866,Restricted Zone Entry Warning,security,high,0.94,63,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-05-01T16:40:00
AI-DEC-867,AI Operational Optimization (FACILITY),facility,critical,0.93,42,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-17T03:18:00
AI-DEC-868,Restricted Zone Entry Warning,security,high,0.93,44,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-30T04:03:00
AI-DEC-869,AI Operational Optimization (FACILITY),facility,medium,0.8,36,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-13T09:39:00
AI-DEC-870,AI Operational Optimization (EMERGENCY),emergency,medium,0.95,12,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-28T19:28:00
AI-DEC-871,AI Operational Optimization (FACILITY),facility,low,0.79,40,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-03T19:10:00
AI-DEC-872,Gate B Congestion Re-routing,crowd,high,0.78,52,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-24T03:30:00
AI-DEC-873,Gate B Congestion Re-routing,crowd,critical,0.86,66,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-07T17:14:00
AI-DEC-874,Gate B Congestion Re-routing,crowd,critical,0.86,77,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-05-01T00:59:00
AI-DEC-875,AI Operational Optimization (EMERGENCY),emergency,medium,0.96,34,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-11T01:51:00
AI-DEC-876,AI Operational Optimization (FACILITY),facility,high,0.82,46,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-22T12:41:00
