assignment_id,staff_id,shift_id,zone_id,task_description,status
4535,315,198,29,Perform Guest Services duties in assigned zone area.,Completed
4536,1122,239,5,Perform Medical duties in assigned zone area.,Completed
4537,683,233,21,Perform Medical duties in assigned zone area.,Completed
4538,245,247,29,Perform Security duties in assigned zone area.,In Progress
4539,208,157,8,Perform Guest Services duties in assigned zone area.,Completed
4540,273,165,30,Perform Facilities duties in assigned zone area.,In Progress
4541,846,198,19,Perform Administration duties in assigned zone area.,Completed
4542,1410,196,26,Perform Medical duties in assigned zone area.,Completed
4543,901,163,10,Perform Medical duties in assigned zone area.,In Progress
4544,895,188,31,Perform Crowd Control duties in assigned zone area.,Completed
4545,1088,213,9,Perform Facilities duties in assigned zone area.,Scheduled
4546,873,102,33,Perform Guest Services duties in assigned zone area.,In Progress
4547,693,186,6,Perform Medical duties in assigned zone area.,In Progress
4548,130,148,20,Perform Medical duties in assigned zone area.,Completed
4549,639,200,36,Perform Administration duties in assigned zone area.,Completed
4550,102,168,32,Perform Security duties in assigned zone area.,Completed
4551,453,219,34,Perform Administration duties in assigned zone area.,In Progress
4552,903,211,22,Perform Facilities duties in assigned zone area.,Completed
4553,775,145,3,Perform Medical duties in assigned zone area.,In Progress
4554,238,228,39,Perform Crowd Control duties in assigned zone area.,Completed
4555,847,132,24,Perform Security duties in assigned zone area.,In Progress
4556,589,133,6,Perform Facilities duties in assigned zone area.,Completed
4557,917,246,16,Perform Guest Services duties in assigned zone area.,Completed
4558,153,122,4,Perform Administration duties in assigned zone area.,Scheduled
4559,1242,147,17,Perform Crowd Control duties in assigned zone area.,Completed
4560,717,142,22,Perform Guest Services duties in assigned zone area.,Completed
4561,483,231,21,Perform Administration duties in assigned zone area.,In Progress
4562,1064,109,40,Perform Administration duties in assigned zone area.,In Progress
4563,1446,203,4,Perform Security duties in assigned zone area.,In Progress
4564,154,231,15,Perform Security duties in assigned zone area.,In Progress
4565,857,246,5,Perform Medical duties in assigned zone area.,In Progress
4566,312,235,22,Perform Guest Services duties in assigned zone area.,Completed
4567,1339,141,28,Perform Security duties in assigned zone area.,In Progress
4568,1410,129,30,Perform Medical duties in assigned zone area.,In Progress
4569,665,114,2,Perform Medical duties in assigned zone area.,Scheduled
4570,63,212,2,Perform Medical duties in assigned zone area.,In Progress
4571,449,215,38,Perform Administration duties in assigned zone area.,Completed
4572,1391,195,4,Perform Administration duties in assigned zone area.,Completed
4573,1168,172,1,Perform Crowd Control duties in assigned zone area.,In Progress
4574,1497,240,40,Perform Security duties in assigned zone area.,Completed
4575,1423,101,29,Perform Crowd Control duties in assigned zone area.,Completed
4576,702,149,6,Perform Security duties in assigned zone area.,Completed
4577,486,197,21,Perform Security duties in assigned zone area.,Completed
4578,97,216,22,Perform Medical duties in assigned zone area.,Absent
4579,1252,188,22,Perform Guest Services duties in assigned zone area.,Completed
4580,757,139,21,Perform Guest Services duties in assigned zone area.,Completed
4581,1414,185,26,Perform Crowd Control duties in assigned zone area.,In Progress
4582,1343,162,9,Perform Guest Services duties in assigned zone area.,Completed
4583,1089,175,24,Perform Medical duties in assigned zone area.,In Progress
4584,857,141,9,Perform Medical duties in assigned zone area.,In Progress
4585,350,236,17,Perform Administration duties in assigned zone area.,In Progress
4586,829,127,13,Perform Security duties in assigned zone area.,In Progress
4587,363,104,30,Perform Medical duties in assigned zone area.,In Progress
4588,48,194,26,Perform Security duties in assigned zone area.,Completed
4589,1230,201,27,Perform Security duties in assigned zone area.,Completed
4590,911,186,30,Perform Administration duties in assigned zone area.,In Progress
4591,738,162,38,Perform Medical duties in assigned zone area.,In Progress
4592,555,236,5,Perform Facilities duties in assigned zone area.,Completed
4593,150,162,35,Perform Administration duties in assigned zone area.,Completed
4594,638,224,31,Perform Medical duties in assigned zone area.,Completed
4595,464,125,10,Perform Crowd Control duties in assigned zone area.,In Progress
4596,1004,124,22,Perform Guest Services duties in assigned zone area.,In Progress
4597,1007,164,32,Perform Crowd Control duties in assigned zone area.,Scheduled
4598,298,229,3,Perform Security duties in assigned zone area.,Completed
4599,869,106,24,Perform Facilities duties in assigned zone area.,Completed
4600,1047,170,27,Perform Security duties in assigned zone area.,Absent
4601,1129,162,22,Perform Guest Services duties in assigned zone area.,Scheduled
4602,463,234,27,Perform Medical duties in assigned zone area.,Completed
4603,1251,164,9,Perform Medical duties in assigned zone area.,Completed
4604,1254,178,10,Perform Facilities duties in assigned zone area.,In Progress
4605,207,122,5,Perform Crowd Control duties in assigned zone area.,Scheduled
4606,1370,156,15,Perform Facilities duties in assigned zone area.,Completed
4607,180,192,31,Perform Facilities duties in assigned zone area.,Completed
4608,904,110,29,Perform Guest Services duties in assigned zone area.,Completed
4609,630,140,14,Perform Administration duties in assigned zone area.,Completed
4610,795,214,1,Perform Administration duties in assigned zone area.,Completed
4611,918,143,40,Perform Crowd Control duties in assigned zone area.,In Progress
4612,983,199,38,Perform Administration duties in assigned zone area.,In Progress
4613,367,124,16,Perform Guest Services duties in assigned zone area.,In Progress
4614,1058,149,6,Perform Facilities duties in assigned zone area.,Completed
4615,1496,110,4,Perform Guest Services duties in assigned zone area.,In Progress
4616,1163,138,31,Perform Guest Services duties in assigned zone area.,Completed
4617,481,180,22,Perform Crowd Control duties in assigned zone area.,Completed
4618,541,223,22,Perform Medical duties in assigned zone area.,Completed
4619,1499,233,20,Perform Administration duties in assigned zone area.,Completed
4620,1020,239,38,Perform Guest Services duties in assigned zone area.,Completed
4621,1129,112,40,Perform Guest Services duties in assigned zone area.,In Progress
4622,460,196,24,Perform Medical duties in assigned zone area.,Completed
4623,1447,168,20,Perform Medical duties in assigned zone area.,In Progress
4624,1277,183,15,Perform Security duties in assigned zone area.,In Progress
4625,397,246,10,Perform Medical duties in assigned zone area.,In Progress
4626,835,133,1,Perform Facilities duties in assigned zone area.,Completed
4627,1135,132,25,Perform Guest Services duties in assigned zone area.,Completed
4628,904,174,37,Perform Guest Services duties in assigned zone area.,Completed
4629,1231,128,26,Perform Crowd Control duties in assigned zone area.,In Progress
4630,742,108,3,Perform Security duties in assigned zone area.,In Progress
4631,1496,219,23,Perform Guest Services duties in assigned zone area.,Completed
4632,411,243,20,Perform Security duties in assigned zone area.,Completed
4633,1147,234,16,Perform Security duties in assigned zone area.,Completed
4634,288,128,24,Perform Facilities duties in assigned zone area.,Completed
4635,1360,248,2,Perform Medical duties in assigned zone area.,In Progress
4636,943,240,11,Perform Guest Services duties in assigned zone area.,Completed
4637,205,234,32,Perform Security duties in assigned zone area.,Completed
4638,1076,250,17,Perform Medical duties in assigned zone area.,In Progress
4639,931,230,8,Perform Facilities duties in assigned zone area.,Completed
4640,514,138,4,Perform Crowd Control duties in assigned zone area.,In Progress
4641,621,178,23,Perform Guest Services duties in assigned zone area.,In Progress
4642,510,243,12,Perform Guest Services duties in assigned zone area.,Completed
4643,1029,215,40,Perform Guest Services duties in assigned zone area.,Scheduled
4644,885,104,14,Perform Guest Services duties in assigned zone area.,Completed
4645,1465,227,37,Perform Guest Services duties in assigned zone area.,Completed
4646,153,226,12,Perform Administration duties in assigned zone area.,Completed
4647,349,176,20,Perform Facilities duties in assigned zone area.,Completed
4648,1136,213,17,Perform Crowd Control duties in assigned zone area.,In Progress
4649,1403,172,18,Perform Crowd Control duties in assigned zone area.,Completed
4650,255,231,6,Perform Security duties in assigned zone area.,In Progress
4651,1460,133,10,Perform Medical duties in assigned zone area.,Completed
4652,1426,159,13,Perform Facilities duties in assigned zone area.,In Progress
4653,1255,169,3,Perform Administration duties in assigned zone area.,In Progress
4654,171,213,36,Perform Facilities duties in assigned zone area.,In Progress
4655,141,143,8,Perform Facilities duties in assigned zone area.,Completed
4656,1023,147,35,Perform Medical duties in assigned zone area.,Completed
4657,46,114,27,Perform Security duties in assigned zone area.,Absent
4658,626,125,39,Perform Facilities duties in assigned zone area.,In Progress
4659,198,152,34,Perform Medical duties in assigned zone area.,In Progress
4660,1495,242,7,Perform Crowd Control duties in assigned zone area.,Completed
4661,362,110,20,Perform Security duties in assigned zone area.,Completed
4662,1008,241,24,Perform Security duties in assigned zone area.,In Progress
4663,823,181,25,Perform Medical duties in assigned zone area.,In Progress
4664,1290,174,13,Perform Crowd Control duties in assigned zone area.,Completed
4665,404,136,8,Perform Crowd Control duties in assigned zone area.,Completed
4666,959,124,10,Perform Administration duties in assigned zone area.,Scheduled
4667,875,219,22,Perform Facilities duties in assigned zone area.,In Progress
4668,1042,214,38,Perform Guest Services duties in assigned zone area.,In Progress
4669,1408,199,8,Perform Facilities duties in assigned zone area.,In Progress
4670,109,249,6,Perform Administration duties in assigned zone area.,Completed
4671,1425,146,2,Perform Administration duties in assigned zone area.,In Progress
4672,1447,233,5,Perform Medical duties in assigned zone area.,Completed
4673,787,131,32,Perform Security duties in assigned zone area.,In Progress
4674,1444,125,22,Perform Facilities duties in assigned zone area.,Completed
4675,882,238,3,Perform Guest Services duties in assigned zone area.,In Progress
4676,219,215,22,Perform Guest Services duties in assigned zone area.,Completed
4677,1170,120,8,Perform Administration duties in assigned zone area.,Completed
4678,1277,218,11,Perform Security duties in assigned zone area.,Completed
4679,1127,233,27,Perform Medical duties in assigned zone area.,In Progress
4680,884,178,6,Perform Security duties in assigned zone area.,Completed
4681,1039,130,38,Perform Medical duties in assigned zone area.,Completed
4682,817,215,26,Perform Administration duties in assigned zone area.,In Progress
4683,762,233,21,Perform Facilities duties in assigned zone area.,Completed
4684,1203,233,1,Perform Facilities duties in assigned zone area.,In Progress
